,0,1,2,3,4
59,0.0,0.0,0.0,1.592665516090517,0.0
58,9.566140248504247,-0.05469443488780146,0.0,-0.12853390423739203,-0.8950845603459338
48,11.262612463331147,0.0,0.14350873589244173,0.0,-0.8422399248395653
68,0.0,0.0,-0.001,8.659771732252944,0.0
67,15.103478355207681,0.0,0.8553001831745171,0.0,-1.6074881202353262
57,14.014548713019389,0.2074175631336872,1.5774741397283891,0.0,-1.0585979546348054
47,7.627028508578568,0.0,0.0,0.0,0.0
77,11.044737826685676,0.6954528522383211,0.9342933104466207,1.6641236729505213,0.11761836241542573
76,8.803737130748008,0.892606445967741,0.0,0.0,0.0
86,0.169394650290489,0.5035624175277236,0.7393323965174265,2.200860272892707,-1.6979199163903123
85,2.4888611473693047,0.1442442206625399,0.5450238706728052,0.1991216210622913,-1.7527381943397593
95,-0.878130087336603,1.0881122246903576,2.601548146743407,3.718741139272149,2.4122458744884216
75,1.091647256333072,1.1799094150214813,0.6588587497780973,9.468187610594788,-2.3876246922770337
74,11.606735157529421,2.098489557732274,4.553261699348475,2.318644813112135,0.2910191109990652
84,3.840596756222758,5.910681794683347,3.3436608733471607,2.2526885444290725,1.7928733273822393
83,0.0,4.6063627194474694,0.0,0.0,0.0
19,21.382035065958846,0.06941480840446893,0.0,2.123495727180333,0.0
29,1.738447434486312,18.208075194316493,-0.001,-0.022143690361190262,0.0
30,1.488836725194031,25.835933833498924,1.3431485223675181,0.0,-1.235950036423131
31,33.13638391871406,0.28071648860898935,3.2002195882205684,0.0,-0.16544734342764383
41,27.39186495327688,0.3165187098322803,1.5767594957851285,0.0,-0.7362769860359941
51,23.002055894127427,0.0,-0.001,-0.2353289780571914,3.6235634306014517
50,0.0,10.194511967452225,0.0,0.0,0.0
61,17.313526426124756,0.5310327478476999,0.9730515608317192,-0.1970150588698677,0.0
62,1.8493397433952568,1.7537374990537982,0.0,9.992944838967432,0.0
71,2.842394889481567,10.52540003815633,0.8714474050234705,-0.08118768050495392,-0.04246145788559792
70,0.0,2.2579719522838992,0.0,0.0,0.0
72,2.5183550774499293,11.687008908907316,2.0129918480851448,0.09593510249639757,-0.4547015972795458
73,1.2957725396324395,12.91449166143982,3.04796050482067,0.49339247312267864,0.7729524574712014
64,18.591950553665338,1.0390313660744275,0.0,2.433485587683293,0.44431510817119285
65,11.391686785504337,0.0,0.0,0.0,0.0
82,4.122182211837251,0.013667418676725917,0.6197484891399991,-0.4294577833374499,-0.9859824815049779
81,0.0,0.0,0.0,5.135354304995607,0.0
80,8.106077869594635,0.298567334602034,1.5428134263158815,-0.24834655469776878,-1.3280952353393096
90,0.044916405831226844,-0.31054851244453413,0.05374100945070737,0.053847169685567464,0.006874735387345749
91,-0.062259749482022175,2.3254897620808617,0.2222339803626656,0.32724465171340006,-1.1432116640521834
100,0.1719007340835274,0.1885747942018682,0.5514090953636442,0.23944245427317706,2.03849062971953
89,-0.3025044753486974,0.887939031308436,0.5018873301156425,0.8440039545817816,-2.760598881985675
99,0.0,0.0,0.0,0.0,2.6510788978752724
92,0.44124026122755905,2.6301393014592573,0.9353547234042376,0.518251254029962,-0.5075981467771727
177,0.0,0.0,0.0,7.28539013081205,0.0
176,-0.9842446491945227,-0.09900812408532844,-0.001,-0.015417275856106263,14.79283776481523
175,0.0,0.41705550783841905,0.0,27.784370705477407,0.0
186,0.0,0.2849176791434821,0.0,2.114746300583123,0.0
187,-1.2730622144679993,-0.03202933736551522,0.5613986719558133,0.0,9.028328511673482
