4.38E+02,1.92E+05,2.09E+01,3.36E+04,1.13E+09,1.83E+02,,,,,,,,,
4.71E+02,2.22E+05,2.17E+01,3.52E+04,1.24E+09,1.88E+02,,,,,,,,,
4.62E+02,2.13E+05,2.15E+01,3.52E+04,1.24E+09,1.88E+02,,,,,,,,,
5.14E+02,2.64E+05,2.27E+01,3.82E+04,1.46E+09,1.96E+02,,,,,,,,,
5.38E+02,2.89E+05,2.32E+01,3.97E+04,1.58E+09,1.99E+02,,,,,,,,,
5.69E+02,3.24E+05,2.39E+01,4.17E+04,1.74E+09,2.04E+02,,,,,,,,,
6.66E+02,4.44E+05,2.58E+01,4.78E+04,2.29E+09,2.19E+02,,,,,,,,,
6.52E+02,4.25E+05,2.55E+01,4.75E+04,2.26E+09,2.18E+02,,,,,,,,,
6.94E+02,4.82E+05,2.63E+01,5.08E+04,2.58E+09,2.25E+02,,,,,,,,,
7.46E+02,5.57E+05,2.73E+01,5.32E+04,2.83E+09,2.31E+02,,,,,,,,,
7.33E+02,5.37E+05,2.71E+01,5.42E+04,2.94E+09,2.33E+02,,,,,,,,,
7.77E+02,6.04E+05,2.79E+01,5.68E+04,3.22E+09,2.38E+02,,,,,,,,,
7.54E+02,5.69E+05,2.75E+01,5.50E+04,3.02E+09,2.34E+02,,,,,,,,,
7.98E+02,6.37E+05,2.82E+01,5.76E+04,3.31E+09,2.40E+02,,,,,,,,,
8.13E+02,6.61E+05,2.85E+01,5.92E+04,3.50E+09,2.43E+02,,,,,,,,,
8.40E+02,7.06E+05,2.90E+01,6.13E+04,3.76E+09,2.48E+02,,,,,,,,,
8.45E+02,7.14E+05,2.91E+01,6.04E+04,3.64E+09,2.46E+02,,,,,,,,,
8.44E+02,7.12E+05,2.91E+01,6.02E+04,3.63E+09,2.45E+02,,,,,,,,,
8.39E+02,7.04E+05,2.90E+01,6.00E+04,3.60E+09,2.45E+02,,,,,,,,,
8.55E+02,7.31E+05,2.92E+01,6.11E+04,3.73E+09,2.47E+02,,,,,,,,,
8.37E+02,7.01E+05,2.89E+01,6.04E+04,3.64E+09,2.46E+02,,,,,,,,,
8.79E+02,7.73E+05,2.96E+01,6.16E+04,3.80E+09,2.48E+02,,,,,,,,,
8.39E+02,7.04E+05,2.90E+01,6.05E+04,3.66E+09,2.46E+02,,,,,,,,,
8.82E+02,7.78E+05,2.97E+01,6.19E+04,3.84E+09,2.49E+02,,,,,,,,,
8.76E+02,7.67E+05,2.96E+01,6.08E+04,3.70E+09,2.47E+02,,,,,,,,,
8.73E+02,7.62E+05,2.95E+01,6.20E+04,3.84E+09,2.49E+02,,,,,,,,,
9.48E+02,8.99E+05,3.08E+01,6.46E+04,4.17E+09,2.54E+02,,,,,,,,,
9.07E+02,8.23E+05,3.01E+01,6.26E+04,3.91E+09,2.50E+02,,,,,,,,,
9.33E+02,8.70E+05,3.05E+01,6.37E+04,4.06E+09,2.52E+02,,,,,,,,,
9.62E+02,9.25E+05,3.10E+01,6.57E+04,4.32E+09,2.56E+02,,,,,,,,,
9.55E+02,9.12E+05,3.09E+01,6.47E+04,4.19E+09,2.54E+02,,,,,,,,,
9.64E+02,9.29E+05,3.10E+01,6.62E+04,4.39E+09,2.57E+02,,,,,,,,,
9.65E+02,9.31E+05,3.11E+01,6.51E+04,4.24E+09,2.55E+02,,,,,,,,,
1.01E+03,1.02E+06,3.18E+01,6.92E+04,4.79E+09,2.63E+02,,,,,,,,,
1.00E+03,1.00E+06,3.17E+01,6.81E+04,4.64E+09,2.61E+02,,,,,,,,,
1.01E+03,1.01E+06,3.17E+01,6.83E+04,4.66E+09,2.61E+02,,,,,,,,,
9.99E+02,9.98E+05,3.16E+01,6.91E+04,4.77E+09,2.63E+02,,,,,,,,,
1.05E+03,1.10E+06,3.24E+01,7.00E+04,4.91E+09,2.65E+02,,,,,,,,,
1.06E+03,1.12E+06,3.25E+01,7.07E+04,5.00E+09,2.66E+02,,,,,,,,,
1.07E+03,1.14E+06,3.26E+01,7.10E+04,5.04E+09,2.66E+02,,,,,,,,,
1.07E+03,1.14E+06,3.27E+01,7.15E+04,5.11E+09,2.67E+02,,,,,,,,,
1.06E+03,1.13E+06,3.26E+01,7.19E+04,5.17E+09,2.68E+02,,,,,,,,,
1.08E+03,1.17E+06,3.29E+01,7.15E+04,5.11E+09,2.67E+02,,,,,,,,,
1.08E+03,1.17E+06,3.29E+01,7.02E+04,4.93E+09,2.65E+02,,,,,,,,,
1.09E+03,1.19E+06,3.31E+01,7.18E+04,5.15E+09,2.68E+02,,,,,,,,,
1.13E+03,1.27E+06,3.36E+01,7.41E+04,5.48E+09,2.72E+02,,,,,,,,,
1.08E+03,1.16E+06,3.28E+01,7.13E+04,5.09E+09,2.67E+02,,,,,,,,,
1.09E+03,1.18E+06,3.30E+01,7.18E+04,5.15E+09,2.68E+02,,,,,,,,,
1.14E+03,1.30E+06,3.37E+01,7.43E+04,5.52E+09,2.73E+02,,,,,,,,,
1.14E+03,1.29E+06,3.37E+01,7.30E+04,5.33E+09,2.70E+02,,,,,,,,,
1.14E+03,1.31E+06,3.38E+01,7.46E+04,5.56E+09,2.73E+02,,,,,,,,,
1.14E+03,1.29E+06,3.37E+01,7.53E+04,5.67E+09,2.74E+02,,,,,,,,,
1.12E+03,1.26E+06,3.35E+01,7.39E+04,5.47E+09,2.72E+02,,,,,,,,,
1.12E+03,1.26E+06,3.35E+01,7.47E+04,5.57E+09,2.73E+02,,,,,,,,,
1.15E+03,1.32E+06,3.39E+01,7.51E+04,5.64E+09,2.74E+02,,,,,,,,,
1.18E+03,1.38E+06,3.43E+01,7.67E+04,5.88E+09,2.77E+02,,,,,,,,,
1.20E+03,1.43E+06,3.46E+01,7.81E+04,6.10E+09,2.80E+02,,,,,,,,,
1.18E+03,1.40E+06,3.44E+01,7.82E+04,6.11E+09,2.80E+02,,,,,,,,,
