5.24E+02,2.75E+05,2.29E+01,6.55E+04,4.29E+09,2.56E+02
5.21E+02,2.71E+05,2.28E+01,6.51E+04,4.24E+09,2.55E+02
5.15E+02,2.65E+05,2.27E+01,6.49E+04,4.21E+09,2.55E+02
5.13E+02,2.63E+05,2.26E+01,6.52E+04,4.26E+09,2.55E+02
5.02E+02,2.52E+05,2.24E+01,6.37E+04,4.06E+09,2.52E+02
4.99E+02,2.49E+05,2.23E+01,6.42E+04,4.12E+09,2.53E+02
5.00E+02,2.50E+05,2.24E+01,6.28E+04,3.94E+09,2.51E+02
4.94E+02,2.44E+05,2.22E+01,6.22E+04,3.87E+09,2.49E+02
4.97E+02,2.47E+05,2.23E+01,6.22E+04,3.87E+09,2.49E+02
4.92E+02,2.42E+05,2.22E+01,6.19E+04,3.83E+09,2.49E+02
4.82E+02,2.32E+05,2.20E+01,6.13E+04,3.75E+09,2.47E+02
4.82E+02,2.32E+05,2.20E+01,6.08E+04,3.70E+09,2.47E+02
4.77E+02,2.28E+05,2.18E+01,5.95E+04,3.54E+09,2.44E+02
4.73E+02,2.24E+05,2.17E+01,5.96E+04,3.55E+09,2.44E+02
4.72E+02,2.23E+05,2.17E+01,5.88E+04,3.45E+09,2.42E+02
4.66E+02,2.17E+05,2.16E+01,5.83E+04,3.40E+09,2.42E+02
4.65E+02,2.16E+05,2.16E+01,5.77E+04,3.33E+09,2.40E+02
4.66E+02,2.17E+05,2.16E+01,5.75E+04,3.31E+09,2.40E+02
4.56E+02,2.08E+05,2.14E+01,5.71E+04,3.26E+09,2.39E+02
4.51E+02,2.03E+05,2.12E+01,5.67E+04,3.21E+09,2.38E+02
4.51E+02,2.03E+05,2.12E+01,5.62E+04,3.16E+09,2.37E+02
4.39E+02,1.93E+05,2.10E+01,5.58E+04,3.11E+09,2.36E+02
4.39E+02,1.93E+05,2.10E+01,5.54E+04,3.07E+09,2.35E+02
4.32E+02,1.87E+05,2.08E+01,5.50E+04,3.03E+09,2.35E+02
4.32E+02,1.87E+05,2.08E+01,5.46E+04,2.99E+09,2.34E+02
4.34E+02,1.88E+05,2.08E+01,5.38E+04,2.90E+09,2.32E+02
4.27E+02,1.82E+05,2.07E+01,5.34E+04,2.85E+09,2.31E+02
4.20E+02,1.76E+05,2.05E+01,5.27E+04,2.78E+09,2.30E+02
4.21E+02,1.77E+05,2.05E+01,5.22E+04,2.72E+09,2.28E+02
4.21E+02,1.77E+05,2.05E+01,5.17E+04,2.67E+09,2.27E+02
4.17E+02,1.74E+05,2.04E+01,5.10E+04,2.60E+09,2.26E+02
4.18E+02,1.75E+05,2.04E+01,5.05E+04,2.55E+09,2.25E+02
4.20E+02,1.76E+05,2.05E+01,5.03E+04,2.53E+09,2.24E+02
4.20E+02,1.76E+05,2.05E+01,5.00E+04,2.50E+09,2.24E+02
4.17E+02,1.74E+05,2.04E+01,4.93E+04,2.43E+09,2.22E+02
4.18E+02,1.75E+05,2.04E+01,4.91E+04,2.41E+09,2.22E+02
4.18E+02,1.75E+05,2.04E+01,4.84E+04,2.34E+09,2.20E+02
4.10E+02,1.68E+05,2.02E+01,4.80E+04,2.30E+09,2.19E+02
4.04E+02,1.63E+05,2.01E+01,4.71E+04,2.21E+09,2.17E+02
4.00E+02,1.60E+05,2.00E+01,4.69E+04,2.20E+09,2.17E+02
4.00E+02,1.60E+05,2.00E+01,4.66E+04,2.18E+09,2.16E+02
4.00E+02,1.60E+05,2.00E+01,4.65E+04,2.16E+09,2.16E+02
