3.410000000000000000e+02,1.044666748046875000e+02,3.063538968563079834e-01,2.593176364898681641e-01,3.492486104369163513e-02,4.196078479290008545e-01,1.960784383118152618e-02,2.139999961853027344e+01,4.056980590820312500e+02
3.270000000000000000e+02,1.016627426147460938e+02,3.108952343463897705e-01,2.641647160053253174e-01,3.655395284295082092e-02,4.274509847164154053e-01,1.568627543747425079e-02,2.724999809265136719e+01,5.426039428710937500e+02
3.360000000000000000e+02,1.047921600341796875e+02,3.118814229965209961e-01,2.665882408618927002e-01,3.673384711146354675e-02,4.313725531101226807e-01,1.568627543747425079e-02,2.749999809265136719e+01,7.754548950195312500e+02
3.290000000000000000e+02,1.030901947021484375e+02,3.133440613746643066e-01,2.641647160053253174e-01,3.613948449492454529e-02,4.274509847164154053e-01,1.568627543747425079e-02,2.724999809265136719e+01,7.553176879882812500e+02
3.160000000000000000e+02,1.000666656494140625e+02,3.166666626930236816e-01,2.690117657184600830e-01,3.709666058421134949e-02,4.352941215038299561e-01,1.568627543747425079e-02,2.774999809265136719e+01,7.596510620117187500e+02
3.030000000000000000e+02,9.752157592773437500e+01,3.218533992767333984e-01,2.714352905750274658e-01,3.793575242161750793e-02,4.392156898975372314e-01,1.568627543747425079e-02,2.799999809265136719e+01,7.739176635742187500e+02
3.110000000000000000e+02,1.004549026489257812e+02,3.230061233043670654e-01,2.738588154315948486e-01,3.998749330639839172e-02,4.431372582912445068e-01,1.568627543747425079e-02,2.824999809265136719e+01,7.411725463867187500e+02
2.860000000000000000e+02,9.377646636962890625e+01,3.278897404670715332e-01,2.811294198036193848e-01,3.960177302360534668e-02,4.549019634723663330e-01,1.568627543747425079e-02,2.899999809265136719e+01,7.496431274414062500e+02
2.850000000000000000e+02,9.419607543945312500e+01,3.305125534534454346e-01,2.811294198036193848e-01,4.100463166832923889e-02,4.549019634723663330e-01,1.568627543747425079e-02,2.899999809265136719e+01,5.265529174804687500e+02
2.690000000000000000e+02,9.030195617675781250e+01,3.356949985027313232e-01,2.835529446601867676e-01,4.103682562708854675e-02,4.588235318660736084e-01,1.568627543747425079e-02,2.924999809265136719e+01,7.478666992187500000e+02
2.590000000000000000e+02,8.834509277343750000e+01,3.411007523536682129e-01,2.883999943733215332e-01,4.147256910800933838e-02,4.666666686534881592e-01,1.568627543747425079e-02,2.974999809265136719e+01,7.486902465820312500e+02
2.520000000000000000e+02,8.702352905273437500e+01,3.453314602375030518e-01,2.932470738887786865e-01,4.308778420090675354e-02,4.745098054409027100e-01,1.568627543747425079e-02,3.024999809265136719e+01,7.539176025390625000e+02
2.280000000000000000e+02,8.051372528076171875e+01,3.531303703784942627e-01,2.980941236019134521e-01,4.326720535755157471e-02,4.823529422283172607e-01,1.568627543747425079e-02,3.074999809265136719e+01,7.604784545898437500e+02
2.410000000000000000e+02,8.472941589355468750e+01,3.515743315219879150e-01,3.005176484584808350e-01,4.406348615884780884e-02,4.862745106220245361e-01,1.568627543747425079e-02,3.099999809265136719e+01,5.272431030273437500e+02
2.360000000000000000e+02,8.400000000000000000e+01,3.559322059154510498e-01,3.029411733150482178e-01,4.489072412252426147e-02,4.901960790157318115e-01,1.568627543747425079e-02,3.124999809265136719e+01,7.517764892578125000e+02
2.370000000000000000e+02,8.474508666992187500e+01,3.575741946697235107e-01,3.005176484584808350e-01,4.493222758173942566e-02,4.862745106220245361e-01,1.568627543747425079e-02,3.099999809265136719e+01,5.261451416015625000e+02
2.310000000000000000e+02,8.392155456542968750e+01,3.632967770099639893e-01,3.077882230281829834e-01,4.593135416507720947e-02,4.980392158031463623e-01,1.568627543747425079e-02,3.174999809265136719e+01,7.602980346679687500e+02
2.310000000000000000e+02,8.474116516113281250e+01,3.668448626995086670e-01,3.077882230281829834e-01,4.756487905979156494e-02,4.980392158031463623e-01,1.568627543747425079e-02,3.174999809265136719e+01,7.660040283203125000e+02
2.350000000000000000e+02,8.666274261474609375e+01,3.687776327133178711e-01,3.126353025436401367e-01,4.938265308737754822e-02,5.058823823928833008e-01,1.568627543747425079e-02,3.225000000000000000e+01,7.539097290039062500e+02
2.230000000000000000e+02,8.316469573974609375e+01,3.729358613491058350e-01,3.174823820590972900e-01,4.998095333576202393e-02,5.137255191802978516e-01,1.568627543747425079e-02,3.275000000000000000e+01,5.335803833007812500e+02
2.240000000000000000e+02,8.471372985839843750e+01,3.781862854957580566e-01,3.199059069156646729e-01,5.142096057534217834e-02,5.176470875740051270e-01,1.568627543747425079e-02,3.300000000000000000e+01,7.390784912109375000e+02
2.220000000000000000e+02,8.465489196777343750e+01,3.813283443450927734e-01,3.199059069156646729e-01,5.101730301976203918e-02,5.176470875740051270e-01,1.568627543747425079e-02,3.300000000000000000e+01,7.639686889648437500e+02
1.950000000000000000e+02,7.612156677246093750e+01,3.903670012950897217e-01,3.320235610008239746e-01,5.178723484277725220e-02,5.372549295425415039e-01,1.568627543747425079e-02,3.425000000000000000e+01,5.578234863281250000e+02
1.620000000000000000e+02,6.623921203613281250e+01,4.088840186595916748e-01,3.417176604270935059e-01,5.480815842747688293e-02,5.529412031173706055e-01,1.568627543747425079e-02,3.525000000000000000e+01,5.499098510742187500e+02
1.800000000000000000e+02,7.236863708496093750e+01,4.020479917526245117e-01,3.392941355705261230e-01,5.545235797762870789e-02,5.490196347236633301e-01,1.568627543747425079e-02,3.500000000000000000e+01,7.683686523437500000e+02
1.850000000000000000e+02,7.513333892822265625e+01,4.061261415481567383e-01,3.392941355705261230e-01,5.621382221579551697e-02,5.490196347236633301e-01,1.568627543747425079e-02,3.500000000000000000e+01,7.655020141601562500e+02
1.860000000000000000e+02,7.628235626220703125e+01,4.101201891899108887e-01,3.441411852836608887e-01,5.751966685056686401e-02,5.568627715110778809e-01,1.568627543747425079e-02,3.550000000000000000e+01,7.751136474609375000e+02
1.810000000000000000e+02,7.497647094726562500e+01,4.142346382141113281e-01,3.489882647991180420e-01,5.810941383242607117e-02,5.647059082984924316e-01,1.568627543747425079e-02,3.600000000000000000e+01,7.576431274414062500e+02
1.730000000000000000e+02,7.282353210449218750e+01,4.209452867507934570e-01,3.538353145122528076e-01,5.931405350565910339e-02,5.725490450859069824e-01,1.568627543747425079e-02,3.650000000000000000e+01,7.448000488281250000e+02
1.720000000000000000e+02,7.309019470214843750e+01,4.249430000782012939e-01,3.538353145122528076e-01,6.042778119444847107e-02,5.725490450859069824e-01,1.568627543747425079e-02,3.650000000000000000e+01,7.669882812500000000e+02
1.780000000000000000e+02,7.572549438476562500e+01,4.254241287708282471e-01,3.562588393688201904e-01,6.156809255480766296e-02,5.764706134796142578e-01,1.568627543747425079e-02,3.675000000000000000e+01,5.454705810546875000e+02
1.600000000000000000e+02,7.000000000000000000e+01,4.375000000000000000e-01,3.611058890819549561e-01,6.197240203619003296e-02,5.843137502670288086e-01,1.568627543747425079e-02,3.725000000000000000e+01,7.530353393554687500e+02
1.400000000000000000e+02,6.306275177001953125e+01,4.504482150077819824e-01,3.732235431671142578e-01,6.088491529226303101e-02,6.039215922355651855e-01,1.568627543747425079e-02,3.850000000000000000e+01,5.569333496093750000e+02
1.530000000000000000e+02,6.862745666503906250e+01,4.485454559326171875e-01,3.708000183105468750e-01,6.321751326322555542e-02,6.000000238418579102e-01,1.568627543747425079e-02,3.825000000000000000e+01,7.748236083984375000e+02
1.560000000000000000e+02,7.006275177001953125e+01,4.491201937198638916e-01,3.708000183105468750e-01,6.409195810556411743e-02,6.000000238418579102e-01,1.568627543747425079e-02,3.825000000000000000e+01,5.512627563476562500e+02
1.560000000000000000e+02,7.060784912109375000e+01,4.526144266128540039e-01,3.732235431671142578e-01,6.371788680553436279e-02,6.039215922355651855e-01,1.568627543747425079e-02,3.850000000000000000e+01,5.523058471679687500e+02
1.500000000000000000e+02,6.938040161132812500e+01,4.625360071659088135e-01,3.804941177368164062e-01,6.407382339239120483e-02,6.156862974166870117e-01,1.568627543747425079e-02,3.925000000000000000e+01,7.656706542968750000e+02
1.570000000000000000e+02,7.240785217285156250e+01,4.611965119838714600e-01,3.780705928802490234e-01,6.554386019706726074e-02,6.117647290229797363e-01,1.568627543747425079e-02,3.900000000000000000e+01,5.634431762695312500e+02
1.490000000000000000e+02,6.995687103271484375e+01,4.695092141628265381e-01,3.853411972522735596e-01,6.588076055049896240e-02,6.235294342041015625e-01,1.568627543747425079e-02,3.975000000000000000e+01,7.851569824218750000e+02
1.550000000000000000e+02,7.256471252441406250e+01,4.681594371795654297e-01,3.829176723957061768e-01,6.473486125469207764e-02,6.196078658103942871e-01,1.568627543747425079e-02,3.950000000000000000e+01,7.868432006835937500e+02
1.480000000000000000e+02,7.055294799804687500e+01,4.767090976238250732e-01,3.950352966785430908e-01,6.482097506523132324e-02,6.392157077789306641e-01,1.568627543747425079e-02,4.075000000000000000e+01,7.590039672851562500e+02
1.500000000000000000e+02,7.154902648925781250e+01,4.769935011863708496e-01,3.950352966785430908e-01,6.517896801233291626e-02,6.392157077789306641e-01,1.568627543747425079e-02,4.075000000000000000e+01,7.694078979492187500e+02
1.490000000000000000e+02,7.223921966552734375e+01,4.848269820213317871e-01,3.974588513374328613e-01,6.614731997251510620e-02,6.431372761726379395e-01,1.568627543747425079e-02,4.100000000000000000e+01,7.934118652343750000e+02
1.480000000000000000e+02,7.195294189453125000e+01,4.861685335636138916e-01,4.023059010505676270e-01,6.526146084070205688e-02,6.509804129600524902e-01,1.568627543747425079e-02,4.150000000000000000e+01,5.733215332031250000e+02
1.630000000000000000e+02,7.854510498046875000e+01,4.818718135356903076e-01,3.998823761940002441e-01,6.770064681768417358e-02,6.470588445663452148e-01,1.568627543747425079e-02,4.125000000000000000e+01,7.774863281250000000e+02
1.650000000000000000e+02,7.974510192871093750e+01,4.833036363124847412e-01,4.023059010505676270e-01,6.708429753780364990e-02,6.509804129600524902e-01,1.568627543747425079e-02,4.150000000000000000e+01,5.729961547851562500e+02
1.670000000000000000e+02,8.147059631347656250e+01,4.878478944301605225e-01,4.023059010505676270e-01,6.664534658193588257e-02,6.509804129600524902e-01,1.568627543747425079e-02,4.150000000000000000e+01,7.713804321289062500e+02
1.690000000000000000e+02,8.320000457763671875e+01,4.923077225685119629e-01,4.047294259071350098e-01,6.571740657091140747e-02,6.549019813537597656e-01,1.568627543747425079e-02,4.175000000000000000e+01,7.672705688476562500e+02
1.610000000000000000e+02,8.031372833251953125e+01,4.988430440425872803e-01,4.144235551357269287e-01,6.446629017591476440e-02,6.705882549285888672e-01,1.568627543747425079e-02,4.275000000000000000e+01,7.767451171875000000e+02
1.630000000000000000e+02,8.159216308593750000e+01,5.005654096603393555e-01,4.144235551357269287e-01,6.511767208576202393e-02,6.705882549285888672e-01,1.568627543747425079e-02,4.275000000000000000e+01,7.769098510742187500e+02
1.640000000000000000e+02,8.281568908691406250e+01,5.049737095832824707e-01,4.144235551357269287e-01,6.332171708345413208e-02,6.705882549285888672e-01,1.568627543747425079e-02,4.275000000000000000e+01,7.870823364257812500e+02
1.610000000000000000e+02,8.176470947265625000e+01,5.078553557395935059e-01,4.168470799922943115e-01,6.209184974431991577e-02,6.745098233222961426e-01,1.568627543747425079e-02,4.300000000000000000e+01,5.860588378906250000e+02
1.650000000000000000e+02,8.400785064697265625e+01,5.091384649276733398e-01,4.144235551357269287e-01,6.357389688491821289e-02,6.705882549285888672e-01,1.568627543747425079e-02,4.275000000000000000e+01,7.754745483398437500e+02
1.620000000000000000e+02,8.332941436767578125e+01,5.143790841102600098e-01,4.144235551357269287e-01,6.277120113372802734e-02,6.705882549285888672e-01,1.568627543747425079e-02,4.275000000000000000e+01,7.900039062500000000e+02
1.630000000000000000e+02,8.389019775390625000e+01,5.146638154983520508e-01,4.144235551357269287e-01,6.206451728940010071e-02,6.705882549285888672e-01,1.568627543747425079e-02,4.275000000000000000e+01,7.862431640625000000e+02
1.580000000000000000e+02,8.252549743652343750e+01,5.223132967948913574e-01,4.168470799922943115e-01,6.097841635346412659e-02,6.745098233222961426e-01,1.568627543747425079e-02,4.300000000000000000e+01,7.814196166992187500e+02
1.580000000000000000e+02,8.264706420898437500e+01,5.230826735496520996e-01,4.168470799922943115e-01,6.253179162740707397e-02,6.745098233222961426e-01,1.568627543747425079e-02,4.300000000000000000e+01,7.763216552734375000e+02
1.530000000000000000e+02,8.118039703369140625e+01,5.305908322334289551e-01,4.216941297054290771e-01,6.400925666093826294e-02,6.823529601097106934e-01,1.568627543747425079e-02,4.350000000000000000e+01,7.839489746093750000e+02
1.610000000000000000e+02,8.454118347167968750e+01,5.251005291938781738e-01,4.192706048488616943e-01,6.612243503332138062e-02,6.784313917160034180e-01,1.568627543747425079e-02,4.325000000000000000e+01,7.952196655273437500e+02
1.590000000000000000e+02,8.393725585937500000e+01,5.279072523117065430e-01,4.168470799922943115e-01,6.846366822719573975e-02,6.745098233222961426e-01,1.568627543747425079e-02,4.300000000000000000e+01,7.954391479492187500e+02
1.520000000000000000e+02,8.130196380615234375e+01,5.348813533782958984e-01,4.265411794185638428e-01,6.821957975625991821e-02,6.901960968971252441e-01,1.568627543747425079e-02,4.400000000000000000e+01,7.786000366210937500e+02
1.550000000000000000e+02,8.291372680664062500e+01,5.349272489547729492e-01,4.216941297054290771e-01,7.123841345310211182e-02,6.823529601097106934e-01,1.568627543747425079e-02,4.350000000000000000e+01,7.986862792968750000e+02
1.500000000000000000e+02,8.073725891113281250e+01,5.382484197616577148e-01,4.241176545619964600e-01,7.096225023269653320e-02,6.862745285034179688e-01,1.960784383118152618e-02,3.500000000000000000e+01,4.707255249023437500e+02
1.480000000000000000e+02,7.987843322753906250e+01,5.397191643714904785e-01,4.216941297054290771e-01,7.330672442913055420e-02,6.823529601097106934e-01,1.568627543747425079e-02,4.350000000000000000e+01,7.824785156250000000e+02
1.460000000000000000e+02,7.909019470214843750e+01,5.417136549949645996e-01,4.241176545619964600e-01,7.444564253091812134e-02,6.862745285034179688e-01,1.960784383118152618e-02,3.500000000000000000e+01,4.730902099609375000e+02
1.400000000000000000e+02,7.683137512207031250e+01,5.487955212593078613e-01,4.289647042751312256e-01,7.669761031866073608e-02,6.941176652908325195e-01,1.960784383118152618e-02,3.540000152587890625e+01,4.748352966308593750e+02
1.290000000000000000e+02,7.196078491210937500e+01,5.578355193138122559e-01,4.313882589340209961e-01,7.395016402006149292e-02,6.980392336845397949e-01,1.568627543747425079e-02,4.450000000000000000e+01,7.800157470703125000e+02
1.280000000000000000e+02,7.153725433349609375e+01,5.588847994804382324e-01,4.313882589340209961e-01,7.765390723943710327e-02,6.980392336845397949e-01,1.568627543747425079e-02,4.450000000000000000e+01,6.103450927734375000e+02
1.290000000000000000e+02,7.165098571777343750e+01,5.554339885711669922e-01,4.338117837905883789e-01,8.105498552322387695e-02,7.019608020782470703e-01,1.568627543747425079e-02,4.475000000000000000e+01,6.177019653320312500e+02
1.220000000000000000e+02,6.877255249023437500e+01,5.637094378471374512e-01,4.386588335037231445e-01,7.994610071182250977e-02,7.098039388656616211e-01,1.960784383118152618e-02,3.620000076293945312e+01,4.783059082031250000e+02
1.240000000000000000e+02,6.942745971679687500e+01,5.598988533020019531e-01,4.386588335037231445e-01,8.385255932807922363e-02,7.098039388656616211e-01,1.960784383118152618e-02,3.620000076293945312e+01,4.800509948730468750e+02
1.200000000000000000e+02,6.764314270019531250e+01,5.636928677558898926e-01,4.386588335037231445e-01,8.310656994581222534e-02,7.098039388656616211e-01,1.568627543747425079e-02,4.525000000000000000e+01,6.140353393554687500e+02
1.130000000000000000e+02,6.473332977294921875e+01,5.728613138198852539e-01,4.435058832168579102e-01,8.436378091573715210e-02,7.176470756530761719e-01,1.960784383118152618e-02,3.659999847412109375e+01,4.843019714355468750e+02
1.060000000000000000e+02,6.154509735107421875e+01,5.806141495704650879e-01,4.483529627323150635e-01,8.536640554666519165e-02,7.254902124404907227e-01,1.960784383118152618e-02,3.700000000000000000e+01,4.818157043457031250e+02
1.060000000000000000e+02,6.132157135009765625e+01,5.785053968429565430e-01,4.483529627323150635e-01,8.546561002731323242e-02,7.254902124404907227e-01,1.960784383118152618e-02,3.700000000000000000e+01,4.850039062500000000e+02
1.040000000000000000e+02,6.005097961425781250e+01,5.774132609367370605e-01,4.507764875888824463e-01,8.574066311120986938e-02,7.294117808341979980e-01,1.568627543747425079e-02,4.650000000000000000e+01,6.290470581054687500e+02
9.800000000000000000e+01,5.748235702514648438e+01,5.865546464920043945e-01,4.604705870151519775e-01,8.740394562482833862e-02,7.450980544090270996e-01,1.960784383118152618e-02,3.800000000000000000e+01,4.900314025878906250e+02
9.200000000000000000e+01,5.488235855102539062e+01,5.965473651885986328e-01,4.628941416740417480e-01,8.715899288654327393e-02,7.490196228027343750e-01,1.960784383118152618e-02,3.820000076293945312e+01,4.899372558593750000e+02
