1.718100000000000000e+04,1.771252000000000000e+06,1.030936508178710938e+02,5.725735855102539062e+01,4.033584213256835938e+01,1.030936508178710938e+02,9.200000000000000000e+01
1.710900000000000000e+04,1.737327000000000000e+06,1.015446243286132812e+02,5.649816131591796875e+01,3.985948562622070312e+01,1.015446243286132812e+02,9.000000000000000000e+01
1.711600000000000000e+04,1.755846000000000000e+06,1.025850677490234375e+02,5.706925582885742188e+01,4.030664062500000000e+01,1.025850677490234375e+02,9.100000000000000000e+01
1.715300000000000000e+04,1.717075000000000000e+06,1.001034774780273438e+02,5.577426147460937500e+01,3.949208068847656250e+01,1.001034774780273438e+02,8.900000000000000000e+01
1.616900000000000000e+04,1.649533000000000000e+06,1.020182418823242188e+02,5.734947204589843750e+01,3.889008331298828125e+01,1.020182418823242188e+02,9.200000000000000000e+01
1.705900000000000000e+04,1.715522000000000000e+06,1.005640411376953125e+02,5.583445739746093750e+01,3.978470993041992188e+01,1.005640411376953125e+02,8.900000000000000000e+01
1.608300000000000000e+04,1.600390000000000000e+06,9.950817871093750000e+01,5.566658401489257812e+01,3.804782867431640625e+01,9.950817871093750000e+01,8.900000000000000000e+01
1.610200000000000000e+04,1.566162000000000000e+06,9.726506042480468750e+01,5.465707015991210938e+01,3.756947708129882812e+01,9.726506042480468750e+01,8.700000000000000000e+01
1.613100000000000000e+04,1.594530000000000000e+06,9.884880065917968750e+01,5.542182159423828125e+01,3.845653915405273438e+01,9.884880065917968750e+01,8.800000000000000000e+01
1.608900000000000000e+04,1.573193000000000000e+06,9.778065490722656250e+01,5.488059616088867188e+01,3.798484039306640625e+01,9.778065490722656250e+01,8.700000000000000000e+01
1.532700000000000000e+04,1.536537000000000000e+06,1.002503433227539062e+02,5.502394485473632812e+01,3.794227981567382812e+01,1.002503433227539062e+02,8.900000000000000000e+01
1.614600000000000000e+04,1.573867000000000000e+06,9.747721099853515625e+01,5.468758010864257812e+01,3.797635650634765625e+01,9.747721099853515625e+01,8.600000000000000000e+01
1.630100000000000000e+04,1.585992000000000000e+06,9.729415130615234375e+01,5.478501510620117188e+01,3.828488540649414062e+01,9.729415130615234375e+01,8.600000000000000000e+01
1.629600000000000000e+04,1.554477000000000000e+06,9.539009857177734375e+01,5.364895629882812500e+01,3.774877929687500000e+01,9.539009857177734375e+01,8.400000000000000000e+01
1.546500000000000000e+04,1.502273000000000000e+06,9.714019012451171875e+01,5.337548828125000000e+01,3.751741790771484375e+01,9.714019012451171875e+01,8.600000000000000000e+01
