1.45E+04,2.09E+08,1.20E+02,1.53E+06,2.35E+12,1.24E+03
1.44E+04,2.07E+08,1.20E+02,1.50E+06,2.25E+12,1.22E+03
1.44E+04,2.07E+08,1.20E+02,1.51E+06,2.29E+12,1.23E+03
1.46E+04,2.14E+08,1.21E+02,1.55E+06,2.40E+12,1.25E+03
1.43E+04,2.04E+08,1.20E+02,1.51E+06,2.28E+12,1.23E+03
1.41E+04,2.00E+08,1.19E+02,1.52E+06,2.30E+12,1.23E+03
1.42E+04,2.00E+08,1.19E+02,1.51E+06,2.28E+12,1.23E+03
1.40E+04,1.97E+08,1.18E+02,1.50E+06,2.24E+12,1.22E+03
1.41E+04,1.98E+08,1.19E+02,1.50E+06,2.24E+12,1.22E+03
1.40E+04,1.95E+08,1.18E+02,1.50E+06,2.24E+12,1.22E+03
1.39E+04,1.93E+08,1.18E+02,1.51E+06,2.28E+12,1.23E+03
1.39E+04,1.92E+08,1.18E+02,1.50E+06,2.24E+12,1.22E+03
1.39E+04,1.93E+08,1.18E+02,1.52E+06,2.31E+12,1.23E+03
1.38E+04,1.91E+08,1.18E+02,1.50E+06,2.26E+12,1.23E+03
1.37E+04,1.87E+08,1.17E+02,1.50E+06,2.26E+12,1.23E+03
1.40E+04,1.96E+08,1.18E+02,1.56E+06,2.44E+12,1.25E+03
1.36E+04,1.85E+08,1.17E+02,1.49E+06,2.21E+12,1.22E+03
1.39E+04,1.94E+08,1.18E+02,1.54E+06,2.36E+12,1.24E+03
1.38E+04,1.91E+08,1.18E+02,1.54E+06,2.38E+12,1.24E+03
1.38E+04,1.90E+08,1.17E+02,1.53E+06,2.33E+12,1.24E+03
1.34E+04,1.80E+08,1.16E+02,1.50E+06,2.26E+12,1.23E+03
1.37E+04,1.87E+08,1.17E+02,1.53E+06,2.33E+12,1.24E+03
1.33E+04,1.77E+08,1.15E+02,1.50E+06,2.25E+12,1.22E+03
1.33E+04,1.76E+08,1.15E+02,1.48E+06,2.20E+12,1.22E+03
1.33E+04,1.77E+08,1.15E+02,1.51E+06,2.28E+12,1.23E+03
1.32E+04,1.73E+08,1.15E+02,1.46E+06,2.12E+12,1.21E+03
1.31E+04,1.72E+08,1.15E+02,1.47E+06,2.16E+12,1.21E+03
1.31E+04,1.72E+08,1.14E+02,1.47E+06,2.16E+12,1.21E+03
1.31E+04,1.72E+08,1.15E+02,1.41E+06,1.99E+12,1.19E+03
1.31E+04,1.71E+08,1.14E+02,1.44E+06,2.06E+12,1.20E+03
1.30E+04,1.68E+08,1.14E+02,1.40E+06,1.96E+12,1.18E+03
1.27E+04,1.60E+08,1.12E+02,1.38E+06,1.91E+12,1.18E+03
1.29E+04,1.66E+08,1.14E+02,1.40E+06,1.97E+12,1.18E+03
1.26E+04,1.58E+08,1.12E+02,1.37E+06,1.88E+12,1.17E+03
1.29E+04,1.66E+08,1.14E+02,1.41E+06,2.00E+12,1.19E+03
1.27E+04,1.63E+08,1.13E+02,1.42E+06,2.01E+12,1.19E+03
1.24E+04,1.55E+08,1.12E+02,1.37E+06,1.88E+12,1.17E+03
1.24E+04,1.53E+08,1.11E+02,1.36E+06,1.85E+12,1.17E+03
1.23E+04,1.52E+08,1.11E+02,1.37E+06,1.88E+12,1.17E+03
1.23E+04,1.52E+08,1.11E+02,1.35E+06,1.82E+12,1.16E+03
1.23E+04,1.52E+08,1.11E+02,1.38E+06,1.91E+12,1.18E+03
1.22E+04,1.50E+08,1.11E+02,1.35E+06,1.82E+12,1.16E+03
1.22E+04,1.48E+08,1.10E+02,1.39E+06,1.92E+12,1.18E+03
1.22E+04,1.48E+08,1.10E+02,1.35E+06,1.81E+12,1.16E+03
1.22E+04,1.48E+08,1.10E+02,1.33E+06,1.78E+12,1.16E+03
1.20E+04,1.45E+08,1.10E+02,1.31E+06,1.73E+12,1.15E+03
1.18E+04,1.39E+08,1.09E+02,1.27E+06,1.62E+12,1.13E+03
1.18E+04,1.38E+08,1.08E+02,1.26E+06,1.60E+12,1.12E+03
1.17E+04,1.37E+08,1.08E+02,1.20E+06,1.45E+12,1.10E+03
1.17E+04,1.38E+08,1.08E+02,1.22E+06,1.49E+12,1.10E+03
1.15E+04,1.31E+08,1.07E+02,1.19E+06,1.41E+12,1.09E+03
1.15E+04,1.31E+08,1.07E+02,1.20E+06,1.43E+12,1.09E+03
1.14E+04,1.30E+08,1.07E+02,1.18E+06,1.39E+12,1.09E+03
1.16E+04,1.34E+08,1.08E+02,1.20E+06,1.45E+12,1.10E+03
1.15E+04,1.33E+08,1.07E+02,1.22E+06,1.49E+12,1.10E+03
1.14E+04,1.31E+08,1.07E+02,1.24E+06,1.53E+12,1.11E+03
1.14E+04,1.31E+08,1.07E+02,1.22E+06,1.49E+12,1.10E+03
1.14E+04,1.30E+08,1.07E+02,1.25E+06,1.55E+12,1.12E+03
1.14E+04,1.29E+08,1.07E+02,1.24E+06,1.53E+12,1.11E+03
1.13E+04,1.29E+08,1.07E+02,1.24E+06,1.54E+12,1.11E+03
1.13E+04,1.28E+08,1.06E+02,1.24E+06,1.54E+12,1.11E+03
1.13E+04,1.27E+08,1.06E+02,1.25E+06,1.55E+12,1.12E+03
1.12E+04,1.26E+08,1.06E+02,1.26E+06,1.58E+12,1.12E+03
1.14E+04,1.30E+08,1.07E+02,1.29E+06,1.65E+12,1.13E+03
1.13E+04,1.29E+08,1.07E+02,1.32E+06,1.74E+12,1.15E+03
1.14E+04,1.30E+08,1.07E+02,1.30E+06,1.70E+12,1.14E+03
1.13E+04,1.28E+08,1.06E+02,1.34E+06,1.80E+12,1.16E+03
1.13E+04,1.27E+08,1.06E+02,1.34E+06,1.80E+12,1.16E+03
1.13E+04,1.27E+08,1.06E+02,1.39E+06,1.92E+12,1.18E+03
1.12E+04,1.26E+08,1.06E+02,1.38E+06,1.89E+12,1.17E+03
1.12E+04,1.25E+08,1.06E+02,1.38E+06,1.90E+12,1.17E+03
1.12E+04,1.25E+08,1.06E+02,1.38E+06,1.90E+12,1.17E+03
1.11E+04,1.24E+08,1.05E+02,1.36E+06,1.86E+12,1.17E+03
1.11E+04,1.24E+08,1.06E+02,1.34E+06,1.78E+12,1.16E+03
1.11E+04,1.22E+08,1.05E+02,1.35E+06,1.82E+12,1.16E+03
1.11E+04,1.22E+08,1.05E+02,1.32E+06,1.74E+12,1.15E+03
1.10E+04,1.21E+08,1.05E+02,1.31E+06,1.73E+12,1.15E+03
1.10E+04,1.21E+08,1.05E+02,1.32E+06,1.75E+12,1.15E+03
1.09E+04,1.19E+08,1.05E+02,1.28E+06,1.64E+12,1.13E+03
1.07E+04,1.15E+08,1.04E+02,1.26E+06,1.59E+12,1.12E+03
1.08E+04,1.16E+08,1.04E+02,1.23E+06,1.51E+12,1.11E+03
1.07E+04,1.14E+08,1.03E+02,1.23E+06,1.52E+12,1.11E+03
1.07E+04,1.15E+08,1.04E+02,1.23E+06,1.51E+12,1.11E+03
1.07E+04,1.13E+08,1.03E+02,1.19E+06,1.42E+12,1.09E+03
1.06E+04,1.13E+08,1.03E+02,1.20E+06,1.45E+12,1.10E+03
1.06E+04,1.12E+08,1.03E+02,1.19E+06,1.42E+12,1.09E+03
1.04E+04,1.09E+08,1.02E+02,1.18E+06,1.39E+12,1.09E+03
1.04E+04,1.08E+08,1.02E+02,1.14E+06,1.30E+12,1.07E+03
1.04E+04,1.07E+08,1.02E+02,1.13E+06,1.27E+12,1.06E+03
1.03E+04,1.07E+08,1.02E+02,1.13E+06,1.28E+12,1.06E+03
1.03E+04,1.07E+08,1.02E+02,1.12E+06,1.25E+12,1.06E+03
1.03E+04,1.06E+08,1.01E+02,1.13E+06,1.27E+12,1.06E+03
1.03E+04,1.06E+08,1.01E+02,1.14E+06,1.31E+12,1.07E+03
1.03E+04,1.06E+08,1.01E+02,1.13E+06,1.29E+12,1.07E+03
1.03E+04,1.05E+08,1.01E+02,1.13E+06,1.27E+12,1.06E+03
1.03E+04,1.06E+08,1.01E+02,1.14E+06,1.30E+12,1.07E+03
1.03E+04,1.05E+08,1.01E+02,1.11E+06,1.24E+12,1.06E+03
1.03E+04,1.06E+08,1.01E+02,1.16E+06,1.33E+12,1.07E+03
1.02E+04,1.05E+08,1.01E+02,1.13E+06,1.28E+12,1.06E+03
1.02E+04,1.05E+08,1.01E+02,1.14E+06,1.30E+12,1.07E+03
1.02E+04,1.05E+08,1.01E+02,1.12E+06,1.26E+12,1.06E+03
1.02E+04,1.05E+08,1.01E+02,1.12E+06,1.26E+12,1.06E+03
1.02E+04,1.04E+08,1.01E+02,1.14E+06,1.29E+12,1.07E+03
1.02E+04,1.04E+08,1.01E+02,1.14E+06,1.29E+12,1.07E+03
1.02E+04,1.04E+08,1.01E+02,1.11E+06,1.23E+12,1.05E+03
1.02E+04,1.04E+08,1.01E+02,1.13E+06,1.27E+12,1.06E+03
1.02E+04,1.04E+08,1.01E+02,1.13E+06,1.28E+12,1.06E+03
1.02E+04,1.04E+08,1.01E+02,1.11E+06,1.23E+12,1.05E+03
1.02E+04,1.04E+08,1.01E+02,1.10E+06,1.22E+12,1.05E+03
1.02E+04,1.04E+08,1.01E+02,1.10E+06,1.22E+12,1.05E+03
1.00E+04,1.01E+08,1.00E+02,1.07E+06,1.14E+12,1.03E+03
1.02E+04,1.04E+08,1.01E+02,1.10E+06,1.20E+12,1.05E+03
1.01E+04,1.01E+08,1.00E+02,1.07E+06,1.15E+12,1.04E+03
1.00E+04,1.01E+08,1.00E+02,1.07E+06,1.15E+12,1.04E+03
1.02E+04,1.04E+08,1.01E+02,1.10E+06,1.21E+12,1.05E+03
1.02E+04,1.04E+08,1.01E+02,1.11E+06,1.23E+12,1.05E+03
1.02E+04,1.05E+08,1.01E+02,1.09E+06,1.19E+12,1.05E+03
1.03E+04,1.06E+08,1.01E+02,1.12E+06,1.26E+12,1.06E+03
1.02E+04,1.05E+08,1.01E+02,1.10E+06,1.21E+12,1.05E+03
1.02E+04,1.05E+08,1.01E+02,1.11E+06,1.23E+12,1.05E+03
1.03E+04,1.05E+08,1.01E+02,1.11E+06,1.24E+12,1.06E+03
1.03E+04,1.05E+08,1.01E+02,1.12E+06,1.26E+12,1.06E+03
1.03E+04,1.05E+08,1.01E+02,1.13E+06,1.29E+12,1.06E+03
1.03E+04,1.05E+08,1.01E+02,1.12E+06,1.26E+12,1.06E+03
1.03E+04,1.06E+08,1.02E+02,1.15E+06,1.32E+12,1.07E+03
1.03E+04,1.06E+08,1.02E+02,1.15E+06,1.32E+12,1.07E+03
1.04E+04,1.09E+08,1.02E+02,1.17E+06,1.38E+12,1.08E+03
1.05E+04,1.10E+08,1.02E+02,1.20E+06,1.43E+12,1.09E+03
1.05E+04,1.09E+08,1.02E+02,1.21E+06,1.46E+12,1.10E+03
